 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
17	19	137.500	326.404	54.401	87.000	52.984	0.000	-0.016	60.232	0	22.768	23.306	streak	0.387	free	117.306	117.306	148.795	160.994	yes	streak-free
18	20	134.664	471.009	78.502	31.391	33.047	0.391	0.047	45.845	0	84.297	125.961	streak	0.380	free	102.816	102.816	148.115	160.285	yes	streak-free
19	21	138.773	409.939	68.323	85.688	59.000	-0.312	0.000	56.440	0	79.301	22.768	streak	0.405	free	116.122	116.122	147.708	159.861	yes	streak-free
20	22	159.227	289.607	48.268	31.000	49.000	0.000	0.000	63.207	0	22.768	22.768	streak	0.416	free	118.347	118.347	148.313	160.492	yes	streak-free
21	23	145.509	320.374	53.396	73.062	70.984	0.062	-0.016	51.042	0	172.266	23.485	streak	0.449	free	132.531	132.531	148.240	160.416	yes	streak-free
22	24	133.739	281.248	46.875	42.000	15.359	0.000	0.359	52.561	0	22.768	268.588	Undefined	0.438	free	124.449	124.449	147.662	159.814	yes	Undefined-free
23	25	146.307	228.003	38.000	22.500	14.000	0.500	0.000	74.790	0	318.672	22.768	streak	0.456	free	128.408	128.408	147.656	159.807	yes	streak-free
24	26	158.456	396.701	66.117	69.531	63.016	-0.469	-0.984	61.287	0	89.401	81.860	streak	0.394	free	133.673	133.673	148.136	160.307	yes	streak-free
25	27	142.477	274.021	45.670	82.000	8.000	0.000	0.000	52.899	0	22.768	22.768	streak	0.385	free	141.510	141.510	147.964	160.128	yes	streak-free
26	29	145.768	321.179	53.530	61.844	74.531	-0.156	0.531	63.246	0	138.394	88.272	streak	0.421	free	120.000	120.000	147.817	159.975	yes	streak-free
27	30	146.511	269.880	44.980	73.984	88.000	-0.016	0.000	70.428	0	23.485	26.434	streak	0.417	free	118.959	118.959	147.813	159.971	yes	streak-free
28	32	155.254	253.259	42.210	23.984	35.000	-0.016	0.000	58.837	0	22.768	22.768	streak	0.433	free	137.449	137.449	148.101	160.271	yes	streak-free
29	34	137.585	267.271	44.545	55.000	27.000	0.000	0.000	47.474	0	22.768	22.768	streak	0.359	free	114.388	114.388	147.801	159.958	yes	streak-free
30	37	154.159	301.202	50.200	12.000	12.688	0.000	-0.312	56.260	0	22.768	92.518	streak	0.416	free	136.408	136.408	146.184	158.274	yes	streak-free
31	39	130.257	153.047	25.508	19.234	45.047	0.234	0.047	57.087	0	375.735	110.588	streak	0.403	free	111.755	111.755	145.763	157.836	no	streak-free
32	42	160.805	347.965	57.994	64.578	53.000	-0.422	0.000	70.024	0	91.790	22.768	streak	0.462	free	148.265	148.265	144.657	156.684	yes	streak-free
33	44	126.628	400.206	66.701	72.547	16.625	-0.453	-0.375	48.955	0	84.588	151.135	Undefined	0.363	free	122.571	122.571	144.225	156.235	yes	Undefined-free
34	45	141.392	257.836	42.973	78.984	16.000	-0.016	0.000	57.227	0	23.485	22.768	streak	0.363	free	113.449	113.449	144.184	156.192	yes	streak-free
35	48	136.079	260.318	43.386	86.000	17.984	0.000	-0.016	55.985	0	27.469	22.947	streak	0.368	free	119.224	119.224	144.016	156.017	yes	streak-free
36	49	149.746	232.084	38.681	13.000	39.703	0.000	0.703	60.218	0	33.923	121.766	streak	0.395	free	123.918	123.918	144.181	156.189	yes	streak-free
37	50	132.161	222.853	37.142	90.000	70.766	0.000	-0.234	58.461	0	22.768	187.367	Undefined	0.337	free	107.980	107.980	143.929	155.926	yes	Undefined-free
38	56	128.694	354.671	59.112	73.000	9.609	0.000	-0.391	50.406	0	31.195	90.910	streak	0.324	free	106.082	106.082	143.490	155.469	yes	streak-free
39	59	151.309	298.362	49.727	27.000	55.516	0.000	-0.484	70.386	0	22.768	105.735	streak	0.439	free	133.510	133.510	143.686	155.673	yes	streak-free
40	61	133.103	217.029	36.171	11.719	48.172	-0.281	-0.828	51.785	0	98.301	397.395	Undefined	0.393	free	129.653	129.653	143.487	155.465	yes	Undefined-free
41	67	139.024	308.634	51.439	87.344	80.000	0.344	0.000	65.686	0	87.141	22.768	streak	0.353	free	106.347	106.347	143.011	154.970	yes	streak-free
42	69	142.730	224.249	37.375	55.000	61.000	0.000	0.000	61.502	0	22.768	22.768	streak	0.387	free	116.612	116.612	143.029	154.989	yes	streak-free
43	70	131.128	272.514	45.419	83.234	47.000	0.234	0.000	52.142	0	150.379	26.623	streak	0.369	free	116.388	116.388	142.820	154.770	yes	streak-free
44	78	141.734	438.053	73.009	69.859	24.516	-0.141	-0.484	45.492	0	83.913	81.860	streak	0.380	free	131.816	131.816	142.786	154.735	yes	streak-free
45	92	132.310	206.716	34.453	54.984	78.000	-0.016	0.000	52.939	0	22.768	22.768	streak	0.355	free	112.367	112.367	142.614	154.556	yes	streak-free
46	95	125.660	142.154	23.692	49.484	30.281	-0.516	0.281	45.194	0	467.291	107.441	streak	0.316	free	120.347	120.347	142.328	154.258	no	streak-free
47	102	143.171	174.959	29.160	69.797	49.984	-1.203	0.984	50.682	0	141.016	174.190	spot	0.330	free	119.918	119.918	142.364	154.296	yes	spot-free
48	105	145.405	203.754	33.959	14.812	62.969	-0.188	-0.031	45.095	0	120.307	23.861	streak	0.344	free	119.755	119.755	142.439	154.374	yes	streak-free
