, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
19,20.0,yes,43.066,0.405,0,21,streak-free,271.319,20190127,free,93.939,93.939,106.225,116.531,23.593000000000004,streak,89.875,22.768,-0.312,59.688,0.0,56.0,102.97200000000001
20,21.0,yes,50.696000000000005,0.441,0,22,Undefined-free,204.28400000000002,20190127,free,83.85700000000001,83.85700000000001,106.005,116.301,17.764,Undefined,29.933000000000003,193.312,0.031,52.031000000000006,0.125,59.125,99.31299999999999
21,22.0,yes,40.703,0.413,0,23,streak-free,209.851,20190127,free,90.32700000000001,90.32700000000001,106.213,116.51899999999999,18.248,streak,22.768,22.768,-0.016,69.984,0.0,91.0,108.279
22,23.0,yes,45.221000000000004,0.42100000000000004,0,24,streak-free,214.176,20190127,free,74.959,74.959,106.014,116.31,18.624000000000002,streak,22.768,27.287,0.0,77.0,-0.016,89.984,99.32600000000001
23,24.0,yes,48.381,0.467,0,25,spot-free,135.249,20190127,free,100.163,100.163,106.06200000000001,116.361,11.761,spot,203.68900000000002,212.985,-0.23399999999999999,19.766,0.922,75.922,104.87899999999999
24,25.0,yes,43.00899999999999,0.43,0,28,streak-free,393.80800000000005,20190127,free,102.898,102.898,103.618,113.79799999999999,34.244,streak,83.654,88.69200000000001,0.266,35.266,0.42200000000000004,38.422,107.55799999999999
25,26.0,yes,37.529,0.39299999999999996,0,29,streak-free,260.214,20190127,free,95.91799999999999,95.91799999999999,103.57700000000001,113.75399999999999,22.627,streak,79.204,22.768,0.281,37.281,0.0,32.0,100.195
26,27.0,yes,39.658,0.387,0,30,streak-free,196.28799999999998,20190127,free,88.245,88.245,103.8,113.988,17.069000000000003,streak,22.947,27.059,-0.016,13.984000000000002,0.0,61.0,107.52600000000001
27,28.0,no,44.406000000000006,0.465,0,31,spot-free,96.061,20190127,free,103.77600000000001,103.77600000000001,103.273,113.435,8.353,spot,386.084,377.876,-0.031,21.969,-0.344,9.656,86.21600000000001
28,29.0,yes,45.847,0.419,0,33,streak-free,195.18900000000002,20190127,free,92.041,92.041,103.057,113.208,16.973,streak,22.768,22.768,0.0,65.0,0.0,30.0,101.721
29,30.0,yes,39.255,0.425,0,34,streak-free,194.856,20190127,free,88.061,88.061,103.146,113.302,16.944000000000003,streak,113.459,23.485,-0.047,72.953,0.016,43.016000000000005,103.61200000000001
30,31.0,yes,45.604,0.415,0,36,Undefined-free,236.612,20190127,free,87.12200000000001,87.12200000000001,102.991,113.14,20.575,Undefined,68.425,184.351,0.188,23.188000000000002,-0.156,30.844,95.73700000000001
31,32.0,yes,46.425,0.433,0,37,streak-free,187.014,20190127,free,84.449,84.449,103.175,113.333,16.262,streak,22.768,22.768,0.0,65.0,0.0,65.0,106.949
32,33.0,yes,46.201,0.479,0,38,Undefined-free,168.373,20190127,free,109.77600000000001,109.77600000000001,103.227,113.387,14.640999999999998,Undefined,22.768,393.465,0.0,23.0,0.938,38.938,102.675
33,34.0,no,39.57,0.431,0,39,spot-free,94.23299999999999,20190127,free,95.714,95.714,102.999,113.148,8.193999999999999,spot,268.58799999999997,337.05699999999996,0.23399999999999999,85.234,0.23399999999999999,43.233999999999995,92.75
34,35.0,yes,38.766,0.45399999999999996,0,40,streak-free,348.22900000000004,20190127,free,88.939,88.939,102.93700000000001,113.083,30.281,streak,94.01100000000001,123.573,-0.484,90.516,0.42200000000000004,13.422,98.387
35,36.0,no,36.202,0.392,0,42,spot-free,106.47399999999999,20190127,free,98.91799999999999,98.91799999999999,102.585,112.714,9.259,spot,295.04400000000004,218.265,0.25,42.25,-0.203,54.797,94.446
36,37.0,yes,47.582,0.386,0,43,streak-free,309.873,20190127,free,72.061,72.061,102.531,112.65700000000001,26.945999999999998,streak,104.90299999999999,90.79799999999999,0.43799999999999994,72.438,0.516,73.516,98.13
37,38.0,yes,42.621,0.396,0,46,streak-free,242.35299999999998,20190127,free,98.041,98.041,102.708,112.84200000000001,21.074,streak,98.48700000000001,129.135,-0.297,63.703,0.281,82.281,107.46799999999999
38,39.0,yes,32.253,0.33299999999999996,0,51,streak-free,236.93,20190127,free,89.714,89.714,102.59,112.71799999999999,20.603,streak,108.066,119.833,-0.109,11.890999999999998,-0.297,84.70299999999999,89.917
39,40.0,yes,47.788000000000004,0.42100000000000004,0,52,streak-free,169.332,20190127,free,85.91799999999999,85.91799999999999,102.70200000000001,112.836,14.725,streak,27.287,22.947,0.0,85.0,-0.016,89.984,105.23299999999999
40,41.0,yes,47.118,0.369,0,54,streak-free,173.264,20190127,free,77.653,77.653,102.69200000000001,112.82600000000001,15.065999999999999,streak,22.768,27.287,0.0,33.0,0.016,68.016,99.95700000000001
41,42.0,yes,39.919000000000004,0.376,0,57,Undefined-free,191.12400000000002,20190127,free,80.388,80.388,101.82,111.911,16.619,Undefined,22.768,170.92,0.0,83.0,-0.094,63.906000000000006,105.794
42,43.0,yes,38.503,0.38,0,61,streak-free,153.868,20190127,free,81.796,81.796,102.037,112.13799999999999,13.38,streak,22.768,22.768,0.0,74.0,0.0,56.0,109.92299999999999
43,44.0,yes,37.586,0.315,0,62,streak-free,169.64700000000002,20190127,free,81.245,81.245,101.936,112.03200000000001,14.752,streak,23.485,22.768,-0.016,12.984000000000002,0.0,44.0,94.803
44,45.0,yes,36.857,0.426,0,63,Undefined-free,122.95200000000001,20190127,free,97.694,97.694,101.921,112.016,10.692,Undefined,368.037,171.304,0.42200000000000004,89.42200000000001,-0.031,77.969,98.868
45,46.0,yes,39.417,0.436,0,64,streak-free,323.295,20190127,free,100.61200000000001,100.61200000000001,102.09,112.194,28.113000000000003,streak,84.588,83.214,0.43799999999999994,41.438,0.25,41.25,108.262
46,47.0,yes,33.611999999999995,0.295,0,65,Undefined-free,181.924,20190127,free,87.85700000000001,87.85700000000001,101.92399999999999,112.02,15.819,Undefined,44.233999999999995,176.52599999999998,-0.125,83.875,-0.32799999999999996,53.672,91.169
47,48.0,yes,45.902,0.389,0,73,streak-free,237.102,20190127,free,82.714,82.714,101.616,111.697,20.618000000000002,streak,22.768,80.04,0.0,34.0,0.406,49.406000000000006,107.79299999999999
48,49.0,yes,37.584,0.322,0,74,streak-free,204.824,20190127,free,73.837,73.837,101.536,111.613,17.811,streak,84.154,88.48,0.266,48.266000000000005,-0.21899999999999997,15.780999999999999,94.897
49,50.0,yes,36.305,0.358,0,78,streak-free,155.525,20190127,free,87.91799999999999,87.91799999999999,101.485,111.559,13.524000000000001,streak,22.768,22.768,0.0,16.0,0.0,33.0,96.391
50,51.0,yes,38.653,0.34,0,80,Undefined-free,119.82799999999999,20190127,free,84.306,84.306,101.47,111.54299999999999,10.42,Undefined,126.882,280.34,-0.609,43.391000000000005,0.625,83.625,98.292
51,52.0,yes,32.434,0.35100000000000003,0,83,streak-free,304.82099999999997,20190127,free,87.837,87.837,101.353,111.42,26.506,streak,100.27799999999999,91.671,-0.42200000000000004,57.578,-0.344,21.656,92.39399999999999
52,53.0,yes,38.138000000000005,0.344,0,91,streak-free,182.93099999999998,20190127,free,73.02,73.02,101.353,111.42,15.907,streak,74.502,25.561,0.188,67.188,0.062,38.062,99.07
53,54.0,yes,35.87,0.324,0,110,streak-free,206.59799999999998,20190127,free,79.163,79.163,101.24600000000001,111.30799999999999,17.965,streak,78.949,22.768,0.359,90.359,0.0,57.0,92.652
0,,yes,46.685,0.474,0,1,streak-free,397.664,20190127,free,103.163,103.163,115.771,126.53,34.579,streak,101.514,95.50299999999999,-0.094,80.906,-0.266,20.734,113.471
1,,yes,46.791000000000004,0.466,0,2,streak-free,305.181,20190127,free,108.38799999999999,108.38799999999999,118.816,129.716,26.537,streak,23.305999999999997,22.768,-0.016,26.984,0.0,47.0,119.561
2,,yes,53.1,0.498,0,3,streak-free,289.591,20190127,free,111.65299999999999,111.65299999999999,122.27600000000001,133.334,25.182,streak,22.768,30.022,0.0,91.0,-0.016,39.984,126.897
3,,yes,55.336999999999996,0.488,0,4,streak-free,383.11699999999996,20190127,free,94.959,94.959,120.669,131.654,33.315,streak,22.768,81.455,0.0,75.0,-0.312,31.688000000000002,113.55
4,,yes,53.619,0.48700000000000004,0,5,Undefined-free,169.925,20190127,free,106.08200000000001,106.08200000000001,120.09200000000001,131.05100000000002,14.776,Undefined,22.768,495.787,-0.016,12.984000000000002,0.25,89.25,115.484
5,,yes,44.981,0.402,0,6,streak-free,370.87199999999996,20190127,free,97.286,97.286,118.99600000000001,129.905,32.25,streak,80.202,22.768,0.297,33.297,0.0,53.0,111.215
6,,yes,54.537,0.502,0,7,streak-bound,350.45,20190127,bound,124.98,124.98,120.554,131.534,30.474,streak,74.191,136.197,0.25,51.25,-0.047,72.953,127.6
7,,yes,40.313,0.408,0,8,streak-free,380.527,20190127,free,95.959,95.959,119.06299999999999,129.974,33.089,streak,69.146,22.768,0.25,22.25,0.0,62.0,106.325
8,,yes,38.25,0.441,0,9,streak-free,181.146,20190127,free,114.87799999999999,114.87799999999999,118.419,129.30100000000002,15.752,streak,338.593,29.49,0.0,79.0,0.0,9.0,110.97200000000001
9,,yes,45.465,0.433,0,10,Undefined-free,169.68400000000003,20190127,free,120.551,120.551,119.49799999999999,130.43,14.755,Undefined,74.345,289.968,-0.141,71.859,-0.141,81.859,126.911
10,,yes,48.071999999999996,0.45399999999999996,0,11,streak-free,265.191,20190127,free,113.0,113.0,120.20299999999999,131.167,23.06,streak,22.768,27.755,0.0,87.0,0.0,47.0,124.948
11,,yes,47.031000000000006,0.37200000000000005,0,12,streak-free,276.717,20190127,free,94.755,94.755,119.764,130.708,24.061999999999998,streak,23.485,22.768,-0.016,59.983999999999995,0.0,21.0,112.63799999999999
12,,yes,49.515,0.508,0,13,Undefined-bound,274.98400000000004,20190127,bound,113.286,113.286,120.001,130.955,23.912,Undefined,94.751,230.606,-0.469,66.531,0.109,9.109,120.542
13,,yes,58.052,0.531,0,14,streak-bound,348.769,20190127,bound,112.22399999999999,112.22399999999999,121.292,132.305,30.328000000000003,streak,81.137,28.623,-0.359,82.641,0.0,76.0,135.773
14,,yes,57.43899999999999,0.449,0,15,Undefined-free,179.51,20190127,free,113.08200000000001,113.08200000000001,121.412,132.431,15.61,Undefined,91.279,416.686,0.609,20.609,1.859,28.859,120.79899999999999
15,,yes,46.761,0.48200000000000004,0,16,streak-free,246.275,20190127,free,118.51,118.51,121.26799999999999,132.28,21.415,streak,219.672,22.768,0.42200000000000004,80.422,0.0,89.0,116.805
16,,yes,49.333,0.495,0,17,streak-free,243.81799999999998,20190127,free,110.694,110.694,121.494,132.517,21.201999999999998,streak,22.768,26.884,0.0,64.0,0.016,74.016,122.81299999999999
17,,yes,42.254,0.35700000000000004,0,18,streak-free,304.885,20190127,free,91.694,91.694,121.522,132.546,26.511999999999997,streak,22.768,76.402,0.0,13.0,0.266,33.266,119.693
18,,yes,37.554,0.386,0,19,streak-free,148.13299999999998,20190127,free,119.816,119.816,121.359,132.375,12.880999999999998,streak,350.134,22.768,-0.078,36.922,0.0,42.0,116.12200000000001
19,,yes,51.778,0.43200000000000005,0,20,streak-free,227.958,20190127,free,106.87799999999999,106.87799999999999,122.04700000000001,133.095,19.822,streak,22.768,22.768,0.0,39.0,0.0,56.0,132.825
20,,yes,35.913000000000004,0.379,0,21,streak-free,247.58900000000003,20190127,free,104.91799999999999,104.91799999999999,121.745,132.779,21.529,streak,22.768,22.768,0.0,87.0,0.0,9.0,113.411
21,,yes,53.998999999999995,0.506,0,23,streak-bound,350.108,20190127,bound,100.633,100.633,121.897,132.937,30.444000000000003,streak,22.768,93.24700000000001,0.0,72.0,-0.484,59.516000000000005,121.15700000000001
22,,yes,45.226000000000006,0.441,0,25,streak-free,205.185,20190127,free,120.755,120.755,122.055,133.10299999999998,17.842,streak,139.707,114.73700000000001,-0.547,56.453,-0.516,89.484,123.39200000000001
23,,yes,39.582,0.396,0,26,streak-free,278.884,20190127,free,109.286,109.286,122.044,133.091,24.250999999999998,streak,72.604,27.755,0.23399999999999999,79.234,0.0,69.0,119.48899999999999
24,,yes,45.725,0.45899999999999996,0,28,Undefined-free,185.982,20190127,free,104.449,104.449,121.029,132.031,16.172,Undefined,117.09299999999999,461.212,0.359,68.359,0.047,29.046999999999997,100.287
25,,yes,50.103,0.39,0,30,streak-free,220.02900000000002,20190127,free,92.735,92.735,120.866,131.86,19.133,streak,22.768,22.768,0.0,23.0,0.0,91.0,118.919
26,,yes,38.693000000000005,0.32799999999999996,0,32,streak-free,270.223,20190127,free,91.694,91.694,120.557,131.537,23.498,streak,26.636,83.796,0.0,37.0,-0.25,35.75,109.309
27,,yes,43.183,0.349,0,33,streak-free,241.96,20190127,free,73.612,73.612,119.92,130.871,21.04,streak,23.127,29.704,-0.016,53.983999999999995,-0.031,79.969,98.495
28,,yes,46.821000000000005,0.406,0,34,Undefined-free,332.05699999999996,20190127,free,92.755,92.755,119.63,130.567,28.875,Undefined,81.86,156.097,0.469,86.469,-0.42200000000000004,65.578,108.329
29,,yes,49.568000000000005,0.441,0,35,streak-free,213.834,20190127,free,93.87799999999999,93.87799999999999,119.686,130.626,18.594,streak,22.768,22.768,-0.016,8.984,0.0,78.0,119.179
30,,yes,49.693999999999996,0.431,0,37,Undefined-free,172.16099999999997,20190127,free,110.32700000000001,110.32700000000001,119.85,130.798,14.970999999999998,Undefined,22.768,212.5,0.0,63.0,-0.047,36.953,122.984
31,,no,64.223,0.485,0,38,streak-free,129.338,20190127,free,101.041,101.041,119.807,130.753,11.247,streak,278.83799999999997,116.42200000000001,0.297,8.297,-0.312,41.688,116.037
32,,yes,38.759,0.366,0,39,streak-free,219.75400000000002,20190127,free,98.367,98.367,119.54299999999999,130.477,19.109,streak,22.768,22.768,0.0,31.0,0.0,34.0,108.008
33,,yes,47.371,0.41700000000000004,0,41,streak-free,495.76300000000003,20190127,free,111.633,111.633,119.57799999999999,130.513,43.11,streak,83.07700000000001,80.55,0.406,31.406,0.359,10.359000000000002,118.51899999999999
34,,yes,50.251000000000005,0.456,0,42,streak-free,180.859,20190127,free,106.469,106.469,119.64299999999999,130.58100000000002,15.727,streak,274.693,100.27799999999999,-0.406,58.593999999999994,-0.469,32.531,119.744
35,,yes,52.086000000000006,0.435,0,44,streak-free,219.335,20190127,free,102.204,102.204,119.64299999999999,130.58100000000002,19.073,streak,25.403000000000002,131.458,-0.031,89.969,0.062,85.06200000000001,117.37
36,,yes,48.41,0.45299999999999996,0,45,Undefined-free,230.655,20190127,free,107.898,107.898,119.677,130.616,20.057000000000002,Undefined,87.274,227.68200000000002,-0.43799999999999994,8.562000000000001,0.23399999999999999,21.234,118.675
37,,yes,43.328,0.371,0,46,streak-free,171.63400000000001,20190127,free,93.102,93.102,119.529,130.46200000000002,14.925,streak,323.666,78.696,0.359,25.359,0.281,11.280999999999999,111.32
38,,no,42.94,0.397,0,47,spot-free,126.381,20190127,free,97.816,97.816,119.149,130.065,10.99,spot,242.74900000000002,209.028,0.078,70.078,0.125,18.125,101.27600000000001
39,,yes,50.2,0.42,0,48,streak-free,206.71,20190127,free,96.87799999999999,96.87799999999999,119.12899999999999,130.04399999999998,17.975,streak,22.768,22.768,0.0,72.0,0.0,52.0,116.00200000000001
40,,yes,44.01,0.405,0,50,streak-free,212.148,20190127,free,88.67299999999999,88.67299999999999,117.559,128.401,18.448,streak,22.768,22.768,0.0,36.0,0.0,77.0,105.82700000000001
41,,no,46.078,0.418,0,53,spot-free,115.49799999999999,20190127,free,105.61200000000001,105.61200000000001,116.711,127.515,10.043,spot,230.89700000000002,171.149,0.797,12.797,-1.391,52.608999999999995,114.985
42,,yes,51.251999999999995,0.44799999999999995,0,55,streak-free,186.924,20190127,free,101.306,101.306,116.613,127.412,16.254,streak,475.509,98.686,0.281,22.281,0.484,20.484,109.575
43,,yes,45.858000000000004,0.385,0,56,streak-free,189.697,20190127,free,89.245,89.245,116.65100000000001,127.45100000000001,16.495,streak,22.768,22.768,0.0,34.0,0.0,89.0,116.20200000000001
44,,no,44.282,0.446,0,57,Undefined-free,95.656,20190127,free,116.898,116.898,116.738,127.54299999999999,8.318,Undefined,446.42,183.636,-1.906,30.094,0.578,21.578000000000003,118.831
45,,yes,49.755,0.43200000000000005,0,61,streak-free,189.56799999999998,20190127,free,93.531,93.531,116.915,127.727,16.484,streak,22.768,22.768,0.0,53.0,0.0,14.0,110.6
46,,yes,37.061,0.364,0,62,streak-free,307.357,20190127,free,92.633,92.633,116.82600000000001,127.635,26.726999999999997,streak,33.255,98.48700000000001,0.0,19.0,0.5,41.5,109.833
47,,yes,46.699,0.40299999999999997,0,70,streak-free,296.37,20190127,free,92.714,92.714,116.831,127.64,25.771,streak,22.768,88.639,0.0,52.0,-0.45299999999999996,43.547,114.818
48,,yes,48.388000000000005,0.345,0,76,streak-free,179.662,20190127,free,77.918,77.918,116.54299999999999,127.338,15.623,streak,22.768,22.768,0.0,71.0,0.0,44.0,108.171
49,,yes,45.766999999999996,0.37,0,77,streak-free,254.50400000000002,20190127,free,92.32700000000001,92.32700000000001,116.51799999999999,127.31200000000001,22.131,streak,78.226,22.768,-0.344,46.656000000000006,0.0,84.0,112.787
50,,yes,42.099,0.375,0,83,streak-free,182.032,20190127,free,99.796,99.796,116.601,127.399,15.829,streak,22.768,98.301,0.0,81.0,0.281,56.281000000000006,119.12700000000001
51,,yes,50.897,0.348,0,84,streak-free,155.939,20190127,free,102.469,102.469,116.7,127.50299999999999,13.56,streak,22.768,30.695,0.0,62.0,-0.031,58.968999999999994,120.271
52,,no,40.537,0.35200000000000004,0,90,streak-free,96.77,20190127,free,99.85700000000001,99.85700000000001,116.605,127.404,8.415,streak,404.82599999999996,32.525999999999996,0.23399999999999999,46.233999999999995,0.0,34.0,108.585
53,,yes,42.674,0.32799999999999996,0,97,streak-free,151.185,20190127,free,91.367,91.367,116.601,127.4,13.147,streak,22.768,22.768,0.0,56.0,0.0,58.0,114.075
54,,yes,35.372,0.36200000000000004,0,102,streak-free,236.612,20190127,free,81.857,81.857,116.35,127.137,20.575,streak,98.301,22.768,-0.42200000000000004,87.57799999999999,0.0,57.0,98.46
55,,yes,37.934,0.331,0,131,streak-free,192.05700000000002,20190127,free,81.286,81.286,116.19200000000001,126.971,16.701,streak,82.137,22.768,0.359,47.358999999999995,0.0,28.0,103.92399999999999
0,,yes,57.841,0.521,0,1,streak-bound,424.51099999999997,20190127,bound,96.12200000000001,96.12200000000001,120.65,131.634,36.914,streak,23.127,22.768,-0.016,56.983999999999995,0.0,71.0,118.35
1,,yes,43.381,0.507,0,2,streak-bound,496.94599999999997,20190127,bound,100.67299999999999,100.67299999999999,119.619,130.556,43.213,streak,75.432,22.768,0.23399999999999999,53.233999999999995,0.0,91.0,116.288
2,,yes,58.36,0.5379999999999999,0,3,Undefined-bound,337.55800000000005,20190127,bound,102.77600000000001,102.77600000000001,119.64200000000001,130.58100000000002,29.353,Undefined,27.096999999999998,217.96900000000002,0.031,23.031,-0.375,10.625,117.389
3,,yes,55.049,0.462,0,4,streak-free,423.409,20190127,free,108.531,108.531,122.18,133.233,36.818000000000005,streak,25.706,74.219,0.0,88.0,0.266,53.266000000000005,127.492
4,,yes,51.409,0.45,0,5,streak-free,292.094,20190127,free,106.694,106.694,124.11399999999999,135.255,25.399,streak,22.768,22.768,0.0,38.0,0.0,58.0,129.55200000000002
5,,yes,47.29,0.374,0,6,streak-free,352.564,20190127,free,81.612,81.612,121.694,132.725,30.658,streak,22.768,76.012,0.0,50.0,0.23399999999999999,18.234,107.292
6,,yes,45.023999999999994,0.45,0,7,streak-free,336.92,20190127,free,105.85700000000001,105.85700000000001,119.76700000000001,130.71,29.296999999999997,streak,89.12100000000001,130.737,-0.344,56.656000000000006,0.203,82.20299999999999,105.90299999999999
7,,yes,48.185,0.455,0,8,streak-free,424.066,20190127,free,115.306,115.306,122.15,133.202,36.875,streak,22.768,79.41,0.0,23.0,-0.406,22.594,136.534
8,,yes,55.41,0.46799999999999997,0,9,streak-free,374.72,20190127,free,92.40799999999999,92.40799999999999,122.041,133.089,32.584,streak,22.768,84.41799999999999,0.0,22.0,0.344,43.343999999999994,118.87100000000001
9,,yes,39.358000000000004,0.381,0,10,streak-free,262.275,20190127,free,101.0,101.0,122.022,133.069,22.807,streak,22.768,22.768,0.0,29.0,0.0,24.0,119.551
10,,yes,49.797,0.46299999999999997,0,11,spot-free,225.644,20190127,free,107.0,107.0,121.95200000000001,132.995,19.621,spot,202.34,179.90099999999998,-0.078,89.92200000000001,-0.141,77.859,118.95200000000001
11,,yes,48.702,0.414,0,12,streak-free,444.2,20190127,free,97.571,97.571,121.90100000000001,132.942,38.626,streak,87.74,89.214,0.45299999999999996,52.453,-0.375,50.625,119.041
12,,yes,44.473,0.42,0,13,streak-free,249.86900000000003,20190127,free,107.551,107.551,122.20299999999999,133.25799999999998,21.728,streak,22.768,22.768,-0.016,49.983999999999995,0.0,8.0,123.529
13,,yes,46.94,0.40299999999999997,0,14,streak-free,242.227,20190127,free,110.898,110.898,122.833,133.916,21.063000000000002,streak,22.768,22.768,0.0,73.0,0.0,88.0,128.715
14,,yes,47.351000000000006,0.392,0,15,streak-free,278.642,20190127,free,91.469,91.469,122.012,133.058,24.23,streak,28.195999999999998,131.74,0.0,75.0,0.141,17.141,108.22200000000001
15,,yes,42.508,0.40399999999999997,0,16,streak-free,263.92400000000004,20190127,free,103.796,103.796,121.656,132.686,22.95,streak,29.983,23.485,-0.031,10.969000000000001,-0.016,32.984,114.02
16,,yes,50.868,0.434,0,17,streak-free,241.11900000000003,20190127,free,96.32700000000001,96.32700000000001,122.07799999999999,133.127,20.967,streak,22.768,22.768,0.0,88.0,0.0,21.0,126.521
17,,yes,53.282,0.444,0,18,streak-free,286.113,20190127,free,96.306,96.306,122.292,133.35,24.879,streak,97.57799999999999,113.501,-0.375,65.625,0.266,71.266,123.63
18,,yes,53.852,0.45399999999999996,0,21,streak-free,224.91400000000002,20190127,free,97.67299999999999,97.67299999999999,121.93,132.972,19.558,streak,209.076,70.632,-0.23399999999999999,29.766,0.23399999999999999,50.233999999999995,109.932
19,,yes,46.174,0.4,0,22,streak-free,289.435,20190127,free,117.204,117.204,122.49799999999999,133.566,25.168000000000003,streak,76.483,31.188000000000002,0.281,34.281,0.0,73.0,131.566
20,,yes,61.795,0.45299999999999996,0,23,streak-free,236.33700000000002,20190127,free,100.061,100.061,122.329,133.389,20.551,streak,22.768,22.768,0.0,30.0,0.0,44.0,116.46700000000001
21,,yes,47.096000000000004,0.41,0,24,streak-free,312.828,20190127,free,92.02,92.02,122.04700000000001,133.095,27.201999999999998,streak,89.48899999999999,27.905,0.359,51.358999999999995,0.0,84.0,113.56
22,,yes,51.178999999999995,0.442,0,25,streak-free,400.26099999999997,20190127,free,110.77600000000001,110.77600000000001,121.686,132.717,34.805,streak,99.439,77.691,-0.484,65.516,0.141,31.141,111.079
23,,yes,50.172,0.452,0,26,streak-free,219.27900000000002,20190127,free,111.367,111.367,122.279,133.33700000000002,19.067999999999998,streak,196.875,29.524,-0.094,12.905999999999999,0.016,45.016000000000005,134.21
24,,yes,54.006,0.45,0,27,Undefined-free,253.05,20190127,free,124.429,124.429,123.04700000000001,134.139,22.004,Undefined,91.073,157.52200000000002,-0.43799999999999994,20.561999999999998,0.21899999999999997,28.219,139.938
25,,yes,45.906000000000006,0.37799999999999995,0,28,streak-free,229.21,20190127,free,102.816,102.816,123.057,134.15,19.930999999999997,streak,26.636,22.768,0.0,26.0,-0.016,85.984,121.023
26,,yes,40.135999999999996,0.349,0,29,streak-free,309.19,20190127,free,100.34700000000001,100.34700000000001,122.846,133.929,26.886,streak,104.083,23.851999999999997,-0.391,81.609,0.0,58.0,114.835
27,,yes,51.371,0.429,0,30,streak-free,315.22700000000003,20190127,free,102.87799999999999,102.87799999999999,122.913,134.0,27.410999999999998,streak,81.819,30.441999999999997,-0.359,23.641,0.0,80.0,122.514
28,,yes,40.264,0.402,0,31,streak-free,331.709,20190127,free,110.898,110.898,122.821,133.903,28.844,streak,84.375,82.50399999999999,-0.016,37.984,-0.375,8.625,117.82799999999999
29,,yes,40.739000000000004,0.35,0,32,streak-free,236.207,20190127,free,88.898,88.898,122.413,133.477,20.54,streak,22.768,22.768,0.0,76.0,0.0,60.0,107.895
30,,yes,45.284,0.39799999999999996,0,33,streak-free,344.666,20190127,free,114.306,114.306,122.54799999999999,133.618,29.971,streak,113.391,93.964,-0.141,20.859,0.5,65.5,124.42299999999999
31,,yes,46.32899999999999,0.364,0,34,streak-free,223.021,20190127,free,96.12200000000001,96.12200000000001,122.414,133.47799999999998,19.393,streak,22.768,22.768,0.0,85.0,0.0,65.0,115.823
32,,yes,51.527,0.42200000000000004,0,35,streak-free,217.053,20190127,free,90.34700000000001,90.34700000000001,122.34899999999999,133.41,18.874000000000002,streak,22.768,22.768,0.0,50.0,0.0,68.0,117.895
33,,yes,48.603,0.39399999999999996,0,37,streak-free,223.81099999999998,20190127,free,99.898,99.898,122.191,133.245,19.462,streak,22.768,22.768,-0.016,45.983999999999995,0.0,51.0,112.413
34,,yes,46.276,0.364,0,40,Undefined-free,166.245,20190127,free,99.14299999999999,99.14299999999999,121.178,132.186,14.456,Undefined,22.768,285.366,0.0,14.0,0.016,18.016,110.898
35,,yes,56.78,0.37,0,42,streak-free,224.21,20190127,free,73.551,73.551,120.875,131.869,19.497,streak,27.706,22.768,-0.016,77.984,0.0,73.0,107.06
36,,yes,36.84,0.354,0,46,spot-free,196.92700000000002,20190127,free,104.571,104.571,118.814,129.714,17.124000000000002,spot,156.137,160.425,0.188,72.188,-0.047,7.952999999999999,109.64399999999999
37,,yes,47.903999999999996,0.401,0,48,streak-free,192.65099999999998,20190127,free,102.08200000000001,102.08200000000001,119.15100000000001,130.067,16.752,streak,23.485,22.768,-0.016,83.984,0.0,36.0,131.02200000000002
38,,no,54.483999999999995,0.491,0,49,spot-free,110.14399999999999,20190127,free,112.837,112.837,119.156,130.072,9.578,spot,257.75,338.153,0.281,48.281000000000006,-0.312,31.688000000000002,117.05799999999999
39,,yes,45.425,0.426,0,52,streak-free,267.253,20190127,free,94.816,94.816,118.99799999999999,129.907,23.239,streak,89.214,22.768,-0.32799999999999996,80.672,0.0,89.0,112.385
40,,yes,55.861000000000004,0.469,0,54,streak-free,189.36900000000003,20190127,free,108.286,108.286,119.383,130.31,16.467,streak,23.485,22.768,-0.016,76.984,0.0,30.0,125.23
41,,yes,47.095,0.409,0,56,streak-free,213.243,20190127,free,122.65299999999999,122.65299999999999,119.501,130.433,18.543,streak,169.18900000000002,22.768,-0.21899999999999997,62.781000000000006,0.0,15.0,122.845
42,,yes,44.184,0.408,0,58,streak-free,187.886,20190127,free,117.40799999999999,117.40799999999999,119.649,130.588,16.338,streak,152.92,22.768,0.062,71.062,0.0,41.0,124.615
43,,yes,45.556000000000004,0.365,0,59,streak-free,205.142,20190127,free,93.816,93.816,119.55799999999999,130.49200000000002,17.838,streak,108.336,26.021,-0.141,75.859,0.0,24.0,112.684
44,,yes,52.645,0.41200000000000003,0,60,streak-free,296.48,20190127,free,97.694,97.694,119.581,130.517,25.781,streak,22.768,85.25399999999999,0.0,51.0,0.406,43.406000000000006,118.491
45,,yes,42.427,0.37,0,63,streak-free,342.676,20190127,free,97.571,97.571,119.463,130.393,29.798000000000002,streak,110.634,79.301,-0.125,7.875,-0.391,85.609,111.01799999999999
46,,yes,50.545,0.434,0,68,streak-free,297.779,20190127,free,100.429,100.429,118.93799999999999,129.844,25.894000000000002,streak,91.073,31.408,-0.547,17.453,0.0,58.0,112.477
