, ,Above threshold?,Chi^2,Correlation Coefficient,Corresponding ROI1,Corresponding ROI2,Good?,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,RK 1,RK 10,RK 2,RK 3,RK 4,RK 5,RK 6,RK 7,RK 8,RK 9,ROI,ROI1,ROI2,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,run1,run2,spot1,spot2,stoichiometry,streak or spot?,streak1,streak2,wx,wy,x0,xpos,xpos1,xpos2,y0,ypos,ypos1,ypos2,z
1,2,yes,0.715,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,300.901,20190127,bound,25.612,25.612,27.766,33.036,,,,,50.15,streak,,,357.175,23.491,-0.016,72.984,,,-0.031,44.968999999999994,,,0.39799999999999996
2,3,yes,1.777,1.008,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,189.016,20190127,bound,15.857000000000001,15.857000000000001,21.191999999999997,25.795,,,,,31.503,streak,,,345.32800000000003,80.58,0.344,85.344,,,0.125,14.125,,,0.26899999999999996
0,1,yes,43.684,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,259.818,20190127,bound,31.98,31.98,12.626,16.179000000000002,,,,,43.303000000000004,streak,,,311.462,22.947,-0.281,19.719,,,-0.016,8.984,,,33.616
1,2,yes,6.941,1.016,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,91.225,20190127,bound,11.0,11.0,10.377,13.599,,,,,15.204,streak,,,454.586,22.768,0.312,68.312,,,-0.016,50.983999999999995,,,4.644
0,1,yes,2.134,1.01,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,157.533,20190127,bound,18.082,18.082,2.8760000000000003,4.572,,,,,26.255,streak,,,430.45,100.27799999999999,-0.375,33.625,,,0.203,43.203,,,0.237
1,2,yes,37.157,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,111.397,20190127,bound,15.388,15.388,6.881,9.504,,,,,18.566,streak,,,434.80400000000003,22.768,0.297,80.297,,,0.0,32.0,,,25.703000000000003
2,3,yes,1.942,1.014,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,98.64299999999999,20190127,bound,6.672999999999999,6.672999999999999,6.225,8.72,,,,,16.44,streak,,,264.519,22.768,0.297,13.297,,,0.0,25.0,,,1.092
3,4,yes,2.316,1.067,,,0.0,,,,,,,,,,,,,,,,,,,,,16.0,,,streak-bound,15.386,20190127,bound,1.531,1.531,4.54,6.671,,,,,2.5639999999999996,streak,,,327.88699999999994,22.768,0.203,59.203,,,0.0,64.0,,,0.9259999999999999
4,5,no,0.073,0.655,,,1.0,,,,,,,,,,,,,,,,,,,,,31.0,,,streak-bound,4.979,20190127,bound,0.204,0.204,4.031000000000001,6.037999999999999,,,,,0.83,streak,,,215.225,26.226,-0.188,65.812,,,0.0,54.0,,,0.0
0,1,yes,4.463,1.013,,,0.0,,,,,,,,,,,,,,,,,,,,,10.0,,,streak-bound,98.485,20190127,bound,8.102,8.102,5.297999999999999,7.6,,,,,16.414,streak,,,322.998,22.768,0.25,14.25,,,0.0,39.0,,,2.444
1,2,yes,0.732,1.033,,,1.0,,,,,,,,,,,,,,,,,,,,,20.0,,,streak-bound,34.047,20190127,bound,3.714,3.714,4.749,6.928999999999999,,,,,5.6739999999999995,streak,,,496.033,22.768,-0.375,12.625,,,0.0,46.0,,,0.257
2,3,yes,4.341,1.074,,,0.0,,,,,,,,,,,,,,,,,,,,,25.0,,,streak-bound,22.49,20190127,bound,4.776,4.776,4.671,6.832000000000001,,,,,3.748,streak,,,493.144,136.197,0.312,76.312,,,0.344,24.344,,,2.923
0,1,yes,20.999000000000002,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,250.98,20190127,bound,18.245,18.245,9.937999999999999,13.09,,,,,41.83,streak,,,244.72,22.768,-0.469,63.531000000000006,,,0.0,26.0,,,14.725
1,2,yes,0.998,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,251.878,20190127,bound,23.163,23.163,7.077000000000001,9.738,,,,,41.98,streak,,,406.25,22.768,0.141,48.141000000000005,,,0.0,54.0,,,0.157
2,3,yes,1.5830000000000002,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,271.707,20190127,bound,23.469,23.469,5.757000000000001,8.156,,,,,45.285,streak,,,406.055,58.67,0.156,54.156000000000006,,,0.125,27.125,,,0.594
3,4,yes,3.0,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,189.774,20190127,bound,15.102,15.102,5.056,7.303999999999999,,,,,31.629,streak,,,346.069,76.328,-0.42200000000000004,29.578000000000003,,,-0.188,51.812,,,1.054
4,5,yes,7.767,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,173.08900000000003,20190127,bound,15.265,15.265,5.099,7.358,,,,,28.848000000000003,streak,,,321.19599999999997,22.768,0.344,71.344,,,0.0,25.0,,,6.075
0,1,yes,1.679,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,221.204,20190127,bound,21.98,21.98,6.57,9.133,,,,,36.867,streak,,,464.844,23.305999999999997,0.156,12.155999999999999,,,-0.016,37.984,,,0.34600000000000003
0,1,yes,0.092,1.1740000000000002,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,5.415,20190127,bound,0.36700000000000005,0.36700000000000005,2.208,3.694,,,,,0.902,streak,,,346.884,26.84,-0.078,22.921999999999997,,,-0.016,19.984,,,0.0
0,1,yes,2.8739999999999997,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,338.93,20190127,bound,33.49,33.49,1.47,2.6830000000000003,,,,,56.488,streak,,,381.256,91.073,-0.109,28.891,,,0.406,38.406,,,0.27
1,2,yes,59.299,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,242.942,20190127,bound,18.082,18.082,13.728,17.434,,,,,40.49,streak,,,200.0,22.768,-0.188,30.811999999999998,,,0.0,9.0,,,38.933
2,3,yes,45.531000000000006,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,247.99,20190127,bound,28.816,28.816,17.433,21.609,,,,,41.332,streak,,,368.97,22.768,-0.344,48.656000000000006,,,0.0,12.0,,,31.054000000000002
3,4,yes,0.723,1.01,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,130.06799999999998,20190127,bound,11.102,11.102,14.757,18.599,,,,,21.678,streak,,,383.65,23.127,-0.25,63.75,,,0.016,8.016,,,0.177
4,5,yes,1.453,1.046,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,streak-bound,23.052,20190127,bound,1.857,1.857,11.793,15.227,,,,,3.842,streak,,,306.302,24.230999999999998,0.5,73.5,,,-0.031,37.969,,,0.72
0,1,yes,8.577,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,380.48199999999997,20190127,bound,38.041,38.041,4.1339999999999995,6.167000000000001,,,,,63.413999999999994,streak,,,490.038,77.071,0.031,76.031,,,0.359,44.358999999999995,,,4.923
1,2,yes,1.6030000000000002,1.01,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,236.017,20190127,bound,23.245,23.245,3.2680000000000002,5.0760000000000005,,,,,39.336,streak,,,447.80699999999996,83.63799999999999,-0.031,79.969,,,0.344,27.344,,,0.337
2,3,yes,0.606,1.0190000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,91.294,20190127,bound,6.7139999999999995,6.7139999999999995,2.448,4.013,,,,,15.216,streak,,,399.11300000000006,63.032,0.484,68.484,,,0.21899999999999997,74.219,,,0.1
3,4,yes,0.726,1.021,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,73.017,20190127,bound,5.776,5.776,2.286,3.798,,,,,12.17,streak,,,359.494,73.753,0.45299999999999996,61.453,,,-0.156,42.843999999999994,,,0.111
0,1,yes,3.425,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,272.107,20190127,bound,28.285999999999998,28.285999999999998,5.992000000000001,8.44,,,,,45.351000000000006,streak,,,421.875,90.955,-0.5,28.5,,,-0.266,46.733999999999995,,,0.7090000000000001
1,2,yes,2.915,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,290.335,20190127,bound,25.898000000000003,25.898000000000003,5.207000000000001,7.489,,,,,48.388999999999996,streak,,,371.97900000000004,22.768,-0.375,56.625,,,0.0,10.0,,,1.652
2,3,yes,1.666,1.0190000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,119.686,20190127,bound,13.082,13.082,3.8939999999999997,5.867000000000001,,,,,19.948,streak,,,470.986,91.073,0.42200000000000004,84.42200000000001,,,-0.43799999999999994,20.561999999999998,,,0.242
3,4,yes,14.298,1.02,,,0.0,,,,,,,,,,,,,,,,,,,,,13.0,,,streak-bound,71.589,20190127,bound,10.142999999999999,10.142999999999999,4.939,7.162000000000001,,,,,11.932,streak,,,414.885,22.768,-0.25,73.75,,,0.0,32.0,,,11.058
4,5,yes,0.16699999999999998,1.025,,,1.0,,,,,,,,,,,,,,,,,,,,,21.0,,,streak-bound,20.658,20190127,bound,1.8980000000000001,1.8980000000000001,4.526,6.653,,,,,3.443,streak,,,428.467,22.768,0.406,38.406,,,0.0,22.0,,,0.019
0,1,yes,27.361,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,290.154,20190127,bound,27.837,27.837,15.433,19.361,,,,,48.358999999999995,streak,,,335.694,23.127,0.42200000000000004,57.422,,,-0.016,80.984,,,19.209
1,2,yes,7.05,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,167.72099999999998,20190127,bound,11.388,11.388,6.939,9.573,,,,,27.954,streak,,,283.447,22.768,-0.375,49.625,,,0.0,82.0,,,3.867
2,3,yes,0.439,1.006,,,1.0,,,,,,,,,,,,,,,,,,,,,18.0,,,streak-bound,119.23100000000001,20190127,bound,8.163,8.163,5.757000000000001,8.156,,,,,19.872,streak,,,287.77299999999997,22.768,0.281,35.281,,,0.0,35.0,,,0.052000000000000005
3,4,yes,0.42100000000000004,0.956,,,1.0,,,,,,,,,,,,,,,,,,,,,48.0,,,streak-bound,25.404,20190127,bound,2.224,2.224,4.869,7.0760000000000005,,,,,4.234,streak,,,450.49800000000005,69.581,0.141,56.141000000000005,,,-0.203,10.797,,,0.11199999999999999
0,1,yes,0.105,0.995,,,1.0,,,,,,,,,,,,,,,,,,,,,19.0,,,streak-bound,9.056000000000001,20190127,bound,0.612,0.612,2.7289999999999996,4.381,,,,,1.5090000000000001,streak,,,326.953,23.485,0.078,73.078,,,0.016,45.016000000000005,,,0.005
1,2,yes,0.034,0.74,,,1.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,4.503,20190127,bound,0.306,0.306,2.511,4.096,,,,,0.75,streak,,,290.41,22.768,0.094,58.093999999999994,,,0.0,35.0,,,0.005
2,3,no,0.392,0.408,,,1.0,,,,,,,,,,,,,,,,,,,,,29.0,,,Undefined-free,1.71,20190127,free,0.184,0.184,2.135,3.596,,,,,0.285,Undefined,,,147.583,430.352,-0.172,65.828,,,0.25,26.25,,,0.11800000000000001
0,1,yes,0.8,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,254.695,20190127,bound,23.408,23.408,5.392,7.7139999999999995,,,,,42.449,streak,,,400.0,22.768,-0.43799999999999994,58.562,,,0.0,65.0,,,0.213
1,2,yes,26.139,1.0090000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,Undefined-bound,224.85299999999998,20190127,bound,38.673,38.673,7.5889999999999995,10.344000000000001,,,,,37.476,Undefined,,,351.92900000000003,183.032,0.141,80.141,,,-0.297,67.703,,,12.981
2,3,yes,0.843,1.037,,,1.0,,,,,,,,,,,,,,,,,,,,,23.0,,,streak-bound,27.19,20190127,bound,2.265,2.265,5.078,7.331,,,,,4.532,streak,,,356.884,23.127,0.375,71.375,,,0.0,63.0,,,0.39
0,1,yes,0.733,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,299.25,20190127,bound,27.061,27.061,1.422,2.615,,,,,49.875,streak,,,390.244,49.775,0.42200000000000004,16.422,,,0.047,32.047,,,0.222
1,2,yes,1.187,1.0070000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,streak-bound,309.873,20190127,bound,22.98,22.98,1.41,2.5980000000000003,,,,,51.645,streak,,,375.0,68.44800000000001,-0.23399999999999999,85.766,,,0.25,34.25,,,0.198
2,3,yes,7.789,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,streak-bound,204.935,20190127,bound,22.285999999999998,22.285999999999998,1.482,2.7,,,,,34.156,streak,,,499.305,100.76899999999999,0.344,35.344,,,-0.172,10.828,,,0.42700000000000005
3,4,yes,0.055999999999999994,1.058,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,24.05,20190127,bound,1.939,1.939,1.702,3.0069999999999997,,,,,4.008,streak,,,329.468,22.768,0.297,9.297,,,0.0,25.0,,,0.009000000000000001
4,5,yes,0.365,1.081,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,streak-bound,30.18,20190127,bound,2.9589999999999996,2.9589999999999996,1.633,2.91,,,,,5.03,streak,,,396.58099999999996,91.073,0.375,81.375,,,0.359,57.358999999999995,,,0.013999999999999999
0,1,yes,51.146,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,spot-bound,244.40599999999998,20190127,bound,54.857,54.857,9.363,12.423,,,,,40.734,spot,,,486.375,299.927,0.297,69.297,,,-0.406,20.594,,,0.73
1,2,yes,2.149,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,6.0,,,streak-bound,295.882,20190127,bound,27.837,27.837,6.832999999999999,9.447000000000001,,,,,49.31399999999999,streak,,,393.75,23.485,-0.172,71.828,,,-0.016,43.983999999999995,,,1.335
0,1,yes,1.6909999999999998,1.005,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,396.66,20190127,bound,32.959,32.959,1.855,3.216,,,,,66.11,streak,,,453.51599999999996,67.913,0.21899999999999997,17.219,,,0.266,35.266,,,0.655
1,2,yes,25.399,1.008,,,0.0,,,,,,,,,,,,,,,,,,,,,3.0,,,spot-bound,159.667,20190127,bound,28.612,28.612,2.299,3.8160000000000003,,,,,26.611,spot,,,437.574,245.793,0.406,32.406,,,0.25,61.25,,,1.496
2,3,yes,2.56,1.0070000000000001,,,0.0,,,,,,,,,,,,,,,,,,,,,4.0,,,streak-bound,357.45599999999996,20190127,bound,43.836999999999996,43.836999999999996,2.131,3.591,,,,,59.576,streak,,,408.452,104.083,0.188,85.18799999999999,,,0.375,68.375,,,0.42700000000000005
3,4,yes,0.34,1.0070000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,streak-bound,208.926,20190127,bound,20.857,20.857,2.026,3.449,,,,,34.821,streak,,,437.344,22.768,0.297,43.297,,,0.0,25.0,,,0.17600000000000002
4,5,no,0.079,0.22,,,1.0,,,,,,,,,,,,,,,,,,,,,31.0,,,streak-free,2.7539999999999996,20190127,free,0.102,0.102,1.9080000000000001,3.2889999999999997,,,,,0.45899999999999996,streak,,,252.27900000000002,26.226,0.32799999999999996,46.328,,,0.0,41.0,,,0.0
0,1,yes,73.77199999999999,1.006,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,streak-bound,197.94,20190127,bound,39.143,39.143,66.882,75.06,,,,,32.99,streak,,,294.767,75.189,-0.609,57.391000000000005,,,1.0,21.0,,,65.682
1,2,yes,3.821,1.005,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,streak-bound,290.441,20190127,bound,25.673000000000002,25.673000000000002,22.235,26.95,,,,,48.407,streak,,,355.298,22.768,0.406,48.406000000000006,,,0.0,22.0,,,2.4859999999999998
2,3,yes,5.997000000000001,1.011,,,0.0,,,,,,,,,,,,,,,,,,,,,14.0,,,streak-bound,108.711,20190127,bound,9.878,9.878,16.26,20.293,,,,,18.118,streak,,,399.71,23.305999999999997,0.078,25.078000000000003,,,-0.016,72.984,,,0.501
0,1,yes,0.45899999999999996,1.0190000000000001,,,1.0,,,,,,,,,,,,,,,,,,,,,29.0,,,streak-bound,52.108999999999995,20190127,bound,4.816,4.816,5.831,8.246,,,,,8.685,streak,,,453.772,66.96600000000001,0.016,63.016000000000005,,,0.172,23.171999999999997,,,0.047
