, ,Above threshold?,Chi^2,Correlation Coefficient,Good?,ROI,Shape-Binding,a,date,free or bound?,iFirst,iSecond,pthresh,realthreshold,stoichiometry,streak or spot?,wx,wy,x0,xpos,y0,ypos,z
30,,yes,32.958,0.406,0,43,streak-free,314.86400000000003,20190127,free,78.77600000000001,78.77600000000001,89.91799999999999,99.40100000000001,52.477,streak,94.70700000000001,83.15899999999999,-0.469,59.531000000000006,0.469,63.468999999999994,86.352
31,,yes,42.45399999999999,0.455,0,44,streak-free,158.921,20190127,free,79.714,79.714,90.065,99.555,26.487,streak,22.768,22.768,0.0,84.0,0.0,42.0,94.0
32,,yes,34.894,0.39,0,45,streak-free,237.138,20190127,free,78.531,78.531,90.265,99.766,39.523,streak,22.768,89.875,0.0,60.0,0.42200000000000004,83.42200000000001,96.256
33,,yes,38.705999999999996,0.40399999999999997,0,46,streak-free,204.144,20190127,free,83.0,83.0,90.43799999999999,99.948,34.024,streak,24.285999999999998,77.33800000000001,0.0,57.0,-0.297,9.703,95.66
34,,no,42.097,0.489,0,49,Undefined-free,91.647,20190127,free,82.34700000000001,82.34700000000001,90.29899999999999,99.801,15.275,Undefined,171.515,442.353,-0.016,47.983999999999995,1.359,29.359,83.788
35,,yes,39.347,0.396,0,50,streak-free,187.636,20190127,free,85.531,85.531,90.64399999999999,100.165,31.273000000000003,streak,22.768,89.214,0.0,46.0,-0.359,80.641,102.914
36,,yes,30.385,0.44299999999999995,0,54,spot-free,106.081,20190127,free,85.429,85.429,90.2,99.697,17.68,spot,413.62199999999996,274.003,-0.406,33.594,0.406,74.406,71.24
37,,yes,28.043000000000003,0.369,0,56,Undefined-free,160.901,20190127,free,86.306,86.306,90.035,99.524,26.816999999999997,Undefined,104.083,290.039,0.375,66.375,0.016,64.016,82.084
38,,yes,42.82,0.42700000000000005,0,58,streak-free,193.90599999999998,20190127,free,84.898,84.898,90.09,99.58200000000001,32.318000000000005,streak,94.01100000000001,22.768,0.391,36.391,0.0,55.0,91.206
39,,no,34.747,0.377,0,61,streak-free,86.579,20190127,free,77.469,77.469,89.445,98.902,14.43,streak,385.909,23.503,0.047,87.04700000000001,0.0,77.0,89.09100000000001
40,,yes,37.748000000000005,0.39399999999999996,0,63,streak-free,244.627,20190127,free,71.122,71.122,89.31299999999999,98.76299999999999,40.771,streak,22.768,94.751,0.0,41.0,0.484,24.484,82.161
41,,yes,37.545,0.42100000000000004,0,65,streak-free,249.208,20190127,free,71.77600000000001,71.77600000000001,89.289,98.738,41.535,streak,99.21700000000001,83.814,0.5,50.5,0.45299999999999996,88.45299999999999,88.264
42,,yes,30.338,0.382,0,68,streak-free,129.518,20190127,free,81.367,81.367,89.555,99.01799999999999,21.586,streak,22.768,30.666,0.0,35.0,-0.031,79.969,101.14
43,,yes,31.427,0.37200000000000005,0,70,streak-free,233.233,20190127,free,69.449,69.449,89.521,98.98299999999999,38.872,streak,91.073,22.768,-0.469,27.531,0.0,28.0,86.66
44,,yes,37.707,0.408,0,76,streak-free,168.171,20190127,free,76.367,76.367,89.57700000000001,99.042,28.029,streak,22.768,81.455,0.0,13.0,-0.297,61.703,91.18
45,,no,35.38,0.39299999999999996,0,81,Undefined-free,81.37100000000001,20190127,free,73.837,73.837,89.339,98.791,13.562000000000001,Undefined,362.52099999999996,193.359,-0.344,26.656,-0.109,10.890999999999998,75.98899999999999
46,,yes,31.803,0.321,0,86,streak-free,122.941,20190127,free,74.939,74.939,89.448,98.906,20.49,streak,22.768,22.768,0.0,64.0,0.0,14.0,93.943
47,,yes,32.654,0.391,0,93,streak-free,175.84599999999998,20190127,free,76.571,76.571,89.435,98.89200000000001,29.308000000000003,streak,85.92,22.768,0.375,75.375,0.0,34.0,87.539
48,,yes,33.509,0.446,0,96,streak-free,160.565,20190127,free,71.796,71.796,89.412,98.868,26.761,streak,25.828000000000003,127.868,0.0,10.0,0.516,34.516,86.976
49,,yes,36.986999999999995,0.38,0,107,spot-free,99.419,20190127,free,84.22399999999999,84.22399999999999,89.447,98.905,16.57,spot,172.722,202.542,0.297,21.296999999999997,-0.359,80.641,90.15899999999999
50,,no,32.051,0.35100000000000003,0,113,Undefined-free,90.46600000000001,20190127,free,74.367,74.367,89.325,98.77600000000001,15.078,Undefined,142.27700000000002,302.483,-0.047,29.953000000000003,0.32799999999999996,18.328,81.27600000000001
51,,yes,29.955,0.40399999999999997,0,114,streak-free,177.392,20190127,free,79.061,79.061,89.28,98.729,29.565,streak,94.751,22.768,-0.469,82.531,0.0,34.0,85.537
0,,yes,44.925,0.552,0,1,streak-bound,412.075,20190127,bound,99.367,99.367,104.76299999999999,114.99799999999999,68.679,streak,77.703,22.768,0.25,68.25,0.0,43.0,103.56299999999999
1,,yes,47.403999999999996,0.505,0,3,streak-bound,318.471,20190127,bound,95.939,95.939,104.27,114.48100000000001,53.07899999999999,streak,22.768,22.768,0.0,34.0,0.0,83.0,107.84
2,,yes,34.874,0.45299999999999996,0,4,streak-free,303.409,20190127,free,80.837,80.837,102.348,112.464,50.568000000000005,streak,192.85299999999998,85.758,-0.469,66.531,-0.312,65.688,95.381
3,,yes,44.23,0.461,0,5,streak-free,285.83299999999997,20190127,free,88.49,88.49,104.53299999999999,114.758,47.638999999999996,streak,22.768,22.768,0.0,44.0,0.0,45.0,112.07700000000001
4,,yes,43.1,0.46799999999999997,0,6,streak-free,369.088,20190127,free,85.694,85.694,103.781,113.96799999999999,61.515,streak,83.421,84.041,0.266,62.266000000000005,-0.188,39.812,98.82
5,,yes,47.034,0.455,0,7,streak-free,277.231,20190127,free,79.77600000000001,79.77600000000001,103.95,114.146,46.205,streak,22.768,28.651,0.0,8.0,0.0,69.0,103.764
6,,yes,46.331,0.45799999999999996,0,8,streak-free,301.865,20190127,free,90.633,90.633,104.34700000000001,114.56200000000001,50.31100000000001,streak,147.656,98.825,0.203,42.203,-0.23399999999999999,19.766,105.92299999999999
7,,yes,50.771,0.48700000000000004,0,9,streak-free,243.951,20190127,free,97.245,97.245,105.786,116.071,40.658,streak,22.768,22.768,0.0,10.0,0.0,10.0,116.096
8,,yes,45.852,0.517,0,10,Undefined-bound,235.69099999999997,20190127,bound,95.796,95.796,105.84200000000001,116.13,39.282,Undefined,91.073,336.33099999999996,-0.359,79.641,-0.359,29.641,105.15299999999999
9,,yes,47.762,0.48100000000000004,0,11,streak-free,156.17600000000002,20190127,free,96.02,96.02,105.40299999999999,115.669,26.029,streak,406.055,82.571,-0.469,55.531000000000006,-0.125,46.875,99.80799999999999
10,,yes,52.423,0.43799999999999994,0,12,streak-free,233.63400000000001,20190127,free,80.082,80.082,106.087,116.387,38.939,streak,23.485,22.768,-0.016,74.984,0.0,91.0,112.417
11,,yes,45.383,0.42100000000000004,0,13,streak-free,248.153,20190127,free,69.184,69.184,105.324,115.587,41.358999999999995,streak,23.13,22.768,0.0,59.0,0.0,64.0,94.96700000000001
12,,yes,46.953,0.456,0,14,streak-free,321.881,20190127,free,84.714,84.714,104.804,115.041,53.647,streak,88.113,22.768,0.359,86.359,0.0,67.0,96.84100000000001
13,,yes,44.18899999999999,0.449,0,16,streak-free,241.33,20190127,free,81.796,81.796,104.23899999999999,114.449,40.222,streak,45.536,46.25899999999999,0.062,66.062,0.016,54.016000000000005,101.23100000000001
14,,yes,44.978,0.469,0,17,streak-free,263.047,20190127,free,88.163,88.163,104.551,114.77600000000001,43.841,streak,104.854,22.768,0.297,15.297,0.0,35.0,108.34899999999999
15,,yes,43.285,0.392,0,18,streak-free,222.44400000000002,20190127,free,77.449,77.449,104.846,115.085,37.074,streak,22.768,22.768,0.0,53.0,0.0,70.0,108.648
16,,yes,43.763999999999996,0.397,0,19,streak-free,215.952,20190127,free,87.65299999999999,87.65299999999999,105.24,115.499,35.992,streak,22.768,31.916999999999998,0.0,70.0,0.031,36.031,111.146
17,,yes,40.165,0.46799999999999997,0,20,spot-free,176.986,20190127,free,84.755,84.755,104.208,114.416,29.498,spot,235.493,193.243,-0.45299999999999996,91.54700000000001,0.344,29.344,83.391
18,,yes,47.479,0.452,0,21,streak-free,205.67,20190127,free,87.531,87.531,104.84100000000001,115.081,34.278,streak,22.768,22.768,-0.016,24.984,0.0,35.0,116.311
19,,no,48.59,0.41600000000000004,0,22,streak-free,99.803,20190127,free,91.367,91.367,105.036,115.285,16.634,streak,375.189,86.105,-1.609,37.391,0.156,26.156,107.921
20,,yes,43.055,0.47600000000000003,0,23,streak-free,213.362,20190127,free,104.939,104.939,105.456,115.725,35.56,streak,123.87200000000001,31.414,-0.016,80.984,0.031,17.031,113.50200000000001
21,,yes,36.583,0.423,0,24,streak-free,170.13099999999997,20190127,free,93.22399999999999,93.22399999999999,105.046,115.296,28.355,streak,344.36,22.768,-0.45299999999999996,72.547,0.0,20.0,94.421
22,,yes,40.458,0.39299999999999996,0,25,streak-free,218.08,20190127,free,82.898,82.898,104.809,115.04700000000001,36.347,streak,22.768,22.768,0.0,86.0,0.0,44.0,97.92200000000001
23,,yes,56.832,0.444,0,26,streak-free,202.546,20190127,free,77.0,77.0,105.03200000000001,115.28,33.758,streak,22.768,22.768,0.0,51.0,0.0,14.0,109.387
24,,yes,48.535,0.43,0,27,streak-free,198.107,20190127,free,90.306,90.306,105.21700000000001,115.47399999999999,33.018,streak,145.716,34.830999999999996,-0.45299999999999996,38.547,0.031,39.031,108.836
25,,yes,44.485,0.45399999999999996,0,28,streak-free,284.86,20190127,free,97.38799999999999,97.38799999999999,105.415,115.68299999999999,47.477,streak,85.931,28.203000000000003,0.391,46.391000000000005,0.0,38.0,109.574
26,,yes,43.076,0.35,0,30,streak-free,198.628,20190127,free,80.571,80.571,105.55799999999999,115.83200000000001,33.105,streak,22.768,24.995,0.0,64.0,0.0,77.0,108.34299999999999
27,,yes,41.571000000000005,0.415,0,33,streak-free,305.059,20190127,free,85.0,85.0,105.49600000000001,115.76700000000001,50.843,streak,22.768,82.62200000000001,0.0,40.0,-0.406,61.593999999999994,102.492
28,,yes,38.812,0.36700000000000005,0,37,streak-free,218.024,20190127,free,93.0,93.0,105.501,115.772,36.336999999999996,streak,85.06299999999999,23.485,-0.23399999999999999,86.766,-0.031,21.969,104.46
29,,yes,36.81,0.42,0,39,Undefined-free,146.21,20190127,free,94.694,94.694,105.265,115.524,24.368000000000002,Undefined,88.00399999999999,488.1,0.375,55.375,0.23399999999999999,26.234,96.74
30,,yes,39.685,0.365,0,42,streak-free,189.122,20190127,free,85.245,85.245,105.65100000000001,115.93,31.52,streak,36.382,111.022,0.016,33.016,-0.203,48.797,103.427
31,,yes,47.555,0.426,0,43,streak-free,242.55599999999998,20190127,free,78.388,78.388,105.565,115.84,40.426,streak,89.40100000000001,75.047,0.297,62.297,-0.203,11.797,101.441
32,,yes,48.09,0.43200000000000005,0,44,streak-free,263.216,20190127,free,88.694,88.694,105.51299999999999,115.78399999999999,43.869,streak,90.227,22.768,0.42200000000000004,26.421999999999997,0.0,14.0,102.469
33,,yes,38.303000000000004,0.40700000000000003,0,46,Undefined-free,175.56,20190127,free,102.816,102.816,105.564,115.839,29.26,Undefined,91.073,263.608,0.047,76.047,-0.188,66.812,106.234
34,,yes,38.629,0.36700000000000005,0,49,streak-free,170.05900000000003,20190127,free,87.898,87.898,105.37100000000001,115.63600000000001,28.343000000000004,streak,28.651,22.768,-0.031,41.968999999999994,0.0,73.0,108.118
35,,yes,43.794,0.381,0,50,streak-free,369.751,20190127,free,89.102,89.102,105.57799999999999,115.853,61.625,streak,79.301,85.235,0.42200000000000004,78.422,-0.484,43.516000000000005,112.45
36,,yes,42.591,0.39,0,53,streak-free,276.79400000000004,20190127,free,95.98,95.98,105.575,115.85,46.132,streak,95.162,82.137,0.078,62.078,0.469,22.469,104.257
37,,yes,41.418,0.36200000000000004,0,60,streak-free,162.454,20190127,free,80.0,80.0,105.351,115.615,27.076,streak,22.768,29.986,-0.016,13.984000000000002,-0.016,48.983999999999995,102.986
38,,yes,36.879,0.348,0,61,streak-free,202.668,20190127,free,88.0,88.0,105.331,115.594,33.778,streak,31.225,69.935,0.0,8.0,-0.25,39.75,103.29799999999999
39,,yes,44.657,0.435,0,63,streak-free,222.93099999999998,20190127,free,93.041,93.041,105.301,115.56200000000001,37.155,streak,307.031,77.605,-0.469,17.531,-0.5,41.5,102.76299999999999
40,,yes,34.855,0.392,0,66,streak-free,184.78599999999997,20190127,free,85.67299999999999,85.67299999999999,105.135,115.38799999999999,30.798000000000002,streak,34.434,148.139,-0.062,10.937999999999999,0.078,88.07799999999999,102.04299999999999
41,,yes,40.897,0.37799999999999995,0,67,streak-free,157.305,20190127,free,85.102,85.102,105.139,115.39200000000001,26.218000000000004,streak,23.127,22.768,-0.016,17.984,0.0,84.0,104.117
42,,yes,37.358000000000004,0.384,0,68,streak-free,217.69400000000002,20190127,free,81.77600000000001,81.77600000000001,104.912,115.154,36.282,streak,158.165,104.083,0.281,63.281000000000006,-0.344,27.656,92.825
43,,yes,39.808,0.361,0,69,streak-free,150.069,20190127,free,89.714,89.714,105.00399999999999,115.251,25.011999999999997,streak,22.768,28.651,-0.016,80.984,0.0,73.0,108.335
44,,yes,40.324,0.414,0,70,spot-free,159.05100000000002,20190127,free,85.735,85.735,104.76,114.995,26.509,spot,180.58900000000003,191.748,-0.141,26.859,-0.21899999999999997,56.781000000000006,91.336
45,,yes,38.123000000000005,0.355,0,86,streak-free,225.13400000000001,20190127,free,77.694,77.694,104.524,114.74700000000001,37.522,streak,80.089,22.768,0.359,14.359000000000002,0.0,25.0,91.84299999999999
46,,yes,40.830999999999996,0.34,0,124,streak-free,201.97,20190127,free,79.245,79.245,104.38799999999999,114.605,33.662,streak,29.738000000000003,83.92200000000001,0.0,31.0,0.42200000000000004,63.422,96.021
0,,yes,51.013999999999996,0.604,0,1,streak-bound,514.927,20190127,bound,92.959,92.959,109.82700000000001,120.307,85.821,streak,80.722,125.809,-0.312,34.688,0.25,19.25,108.62700000000001
1,,yes,43.051,0.52,0,2,streak-bound,385.50300000000004,20190127,bound,114.306,114.306,118.721,129.61700000000002,64.251,streak,22.768,25.443,0.0,12.0,0.016,36.016,126.416
2,,yes,50.258,0.5379999999999999,0,4,streak-bound,321.087,20190127,bound,80.796,80.796,110.94200000000001,121.475,53.513999999999996,streak,22.768,22.768,-0.016,21.984,0.0,68.0,95.13799999999999
3,,yes,53.423,0.499,0,5,streak-free,290.281,20190127,free,76.286,76.286,110.318,120.821,48.38,streak,22.768,22.768,0.0,55.0,0.0,88.0,106.62100000000001
4,,yes,40.375,0.5,0,6,streak-bound,464.36300000000006,20190127,bound,90.77600000000001,90.77600000000001,108.074,118.47,77.39399999999999,streak,88.70299999999999,94.751,0.297,71.297,0.5,52.5,95.65799999999999
5,,yes,44.117,0.428,0,7,streak-free,257.27299999999997,20190127,free,84.735,84.735,107.10799999999999,117.45700000000001,42.879,streak,22.768,22.768,0.0,36.0,0.0,84.0,100.11
6,,yes,45.47,0.46,0,8,streak-free,251.41299999999998,20190127,free,84.571,84.571,106.93799999999999,117.28,41.902,streak,22.768,22.768,0.0,53.0,0.0,74.0,104.552
7,,yes,38.921,0.485,0,9,Undefined-free,214.22799999999998,20190127,free,106.469,106.469,106.456,116.773,35.705,Undefined,22.768,245.972,0.0,56.0,0.125,56.125,101.39399999999999
8,,yes,45.347,0.514,0,10,spot-bound,140.226,20190127,bound,99.816,99.816,105.45299999999999,115.72200000000001,23.371,spot,374.01800000000003,214.13,-0.094,57.906000000000006,-0.141,63.858999999999995,95.22399999999999
9,,yes,49.633,0.46399999999999997,0,11,streak-free,285.844,20190127,free,97.08200000000001,97.08200000000001,106.395,116.709,47.641000000000005,streak,82.50399999999999,22.768,0.312,62.312,0.0,79.0,114.616
10,,yes,51.294,0.423,0,12,streak-free,224.453,20190127,free,94.796,94.796,107.26799999999999,117.625,37.409,streak,22.768,22.768,-0.016,46.983999999999995,0.0,35.0,115.671
11,,yes,41.758,0.43700000000000006,0,13,streak-free,228.938,20190127,free,90.51,90.51,107.581,117.95299999999999,38.156,streak,23.127,22.768,-0.016,24.984,0.0,47.0,110.145
12,,yes,44.607,0.49700000000000005,0,14,spot-free,151.892,20190127,free,108.571,108.571,107.584,117.95700000000001,25.315,spot,252.24900000000002,185.014,-0.297,14.703,-0.297,55.703,106.42299999999999
13,,yes,38.518,0.39799999999999996,0,15,streak-free,279.48400000000004,20190127,free,82.38799999999999,82.38799999999999,107.258,117.61399999999999,46.581,streak,77.60600000000001,28.651,-0.266,76.734,0.0,37.0,101.48899999999999
14,,yes,41.458999999999996,0.461,0,16,Undefined-free,188.268,20190127,free,93.796,93.796,106.86399999999999,117.20100000000001,31.378,Undefined,23.491,240.266,-0.016,11.984000000000002,-0.078,9.922,99.75200000000001
15,,yes,41.61600000000001,0.41600000000000004,0,17,streak-free,217.674,20190127,free,99.449,99.449,107.01700000000001,117.36200000000001,36.279,streak,22.768,27.7,0.0,91.0,0.0,76.0,108.26799999999999
16,,yes,40.955999999999996,0.465,0,19,Undefined-free,185.487,20190127,free,95.87799999999999,95.87799999999999,107.149,117.5,30.914,Undefined,92.405,163.638,0.32799999999999996,67.328,-0.125,68.875,108.18799999999999
17,,yes,39.373000000000005,0.451,0,20,streak-free,396.171,20190127,free,89.898,89.898,107.34,117.7,66.029,streak,78.146,81.86,0.25,25.25,-0.359,52.641000000000005,109.57700000000001
18,,yes,43.42100000000001,0.451,0,21,streak-free,220.47299999999998,20190127,free,97.61200000000001,97.61200000000001,106.745,117.07700000000001,36.745,streak,250.32299999999998,96.948,0.188,86.18799999999999,-0.469,36.531,94.251
19,,yes,40.453,0.40399999999999997,0,22,streak-free,219.442,20190127,free,91.49,91.49,106.601,116.926,36.574,streak,22.768,22.768,0.0,70.0,0.0,16.0,102.515
20,,yes,36.863,0.428,0,23,streak-free,355.88800000000003,20190127,free,89.429,89.429,106.314,116.624,59.315,streak,89.875,125.977,-0.43799999999999994,90.56200000000001,0.141,70.141,99.08
21,,yes,49.69,0.469,0,24,spot-free,137.236,20190127,free,89.02,89.02,105.92299999999999,116.215,22.873,spot,164.343,260.449,-0.359,38.641,0.25,33.25,96.12700000000001
22,,yes,42.07,0.43700000000000006,0,26,streak-free,243.625,20190127,free,94.898,94.898,106.21,116.516,40.604,streak,79.32600000000001,22.768,0.25,74.25,0.0,27.0,111.383
23,,yes,35.958,0.41,0,27,streak-free,213.44299999999998,20190127,free,85.87799999999999,85.87799999999999,105.916,116.208,35.574,streak,22.768,23.485,0.0,67.0,-0.016,40.983999999999995,97.361
24,,yes,46.816,0.415,0,28,streak-free,211.34599999999998,20190127,free,77.041,77.041,105.76299999999999,116.04700000000001,35.224000000000004,streak,32.164,22.768,0.031,83.031,0.0,25.0,100.584
25,,yes,48.431999999999995,0.45399999999999996,0,29,Undefined-free,189.081,20190127,free,97.531,97.531,105.915,116.206,31.514,Undefined,23.127,187.454,-0.016,25.984,-0.281,60.718999999999994,108.816
26,,yes,44.453,0.392,0,30,streak-free,305.20799999999997,20190127,free,84.08200000000001,84.08200000000001,105.756,116.039,50.868,streak,75.324,124.9,0.266,40.266,-0.344,24.656,100.09200000000001
27,,yes,46.787,0.38,0,32,streak-free,291.013,20190127,free,78.163,78.163,103.95200000000001,114.148,48.501999999999995,streak,22.768,78.79,0.0,25.0,-0.344,8.656,102.775
28,,yes,40.466,0.363,0,34,streak-free,211.326,20190127,free,68.694,68.694,103.53399999999999,113.709,35.221,streak,26.846999999999998,22.768,0.0,49.0,0.0,18.0,89.353
29,,yes,44.556000000000004,0.415,0,35,streak-free,245.832,20190127,free,80.408,80.408,103.271,113.43299999999999,40.972,streak,77.642,24.285999999999998,-0.266,38.734,0.0,55.0,93.67299999999999
30,,yes,34.647,0.402,0,36,streak-free,206.455,20190127,free,90.49,90.49,103.323,113.488,34.409,streak,22.768,118.87700000000001,0.0,57.0,0.188,34.188,103.83200000000001
31,,yes,49.455,0.465,0,37,streak-free,191.555,20190127,free,86.816,86.816,103.365,113.53200000000001,31.926,streak,24.285999999999998,22.768,0.0,32.0,0.0,46.0,103.59
32,,yes,50.873000000000005,0.446,0,38,streak-free,180.702,20190127,free,82.12200000000001,82.12200000000001,103.698,113.881,30.116999999999997,streak,22.768,22.768,0.0,89.0,0.0,10.0,114.145
33,,yes,38.995,0.442,0,39,streak-free,177.139,20190127,free,92.531,92.531,103.555,113.73100000000001,29.523000000000003,streak,245.328,32.224000000000004,0.688,24.688000000000002,0.031,32.031,97.226
34,,yes,42.04,0.424,0,40,streak-free,303.389,20190127,free,83.429,83.429,103.45,113.62100000000001,50.565,streak,22.768,83.796,0.0,63.0,-0.406,14.594000000000001,98.353
35,,yes,34.821999999999996,0.392,0,41,streak-free,218.22099999999998,20190127,free,84.959,84.959,103.353,113.51899999999999,36.37,streak,22.768,76.97800000000001,0.0,11.0,-0.25,45.75,98.46600000000001
36,,yes,33.921,0.36200000000000004,0,42,streak-free,234.429,20190127,free,90.87799999999999,90.87799999999999,103.14299999999999,113.29899999999999,39.071,streak,88.788,129.526,-0.23399999999999999,23.766,-0.281,88.719,93.756
37,,yes,37.147,0.44299999999999995,0,43,Undefined-free,195.179,20190127,free,101.796,101.796,103.166,113.323,32.53,Undefined,91.073,288.319,0.516,26.516,-0.297,17.703,102.881
38,,yes,45.597,0.44,0,45,streak-free,175.667,20190127,free,85.367,85.367,102.365,112.48299999999999,29.278000000000002,streak,30.022,22.768,0.031,9.031,0.0,75.0,112.064
39,,yes,45.03,0.428,0,46,streak-free,221.605,20190127,free,84.38799999999999,84.38799999999999,102.426,112.546,36.934,streak,89.875,22.768,0.312,48.312,0.0,64.0,103.82600000000001
40,,yes,37.54,0.37799999999999995,0,47,streak-free,331.709,20190127,free,92.163,92.163,102.376,112.494,55.285,streak,101.506,93.964,0.43799999999999994,18.438,-0.484,23.516,98.962
41,,yes,41.591,0.349,0,51,streak-free,216.97400000000002,20190127,free,79.02,79.02,100.90700000000001,110.95200000000001,36.162,streak,22.768,81.403,0.0,8.0,-0.281,59.718999999999994,90.662
42,,yes,41.043,0.397,0,57,streak-free,184.542,20190127,free,87.91799999999999,87.91799999999999,100.78200000000001,110.821,30.756999999999998,streak,22.768,79.422,0.0,43.0,-0.266,73.734,105.473
43,,yes,39.726,0.415,0,59,streak-free,159.94799999999998,20190127,free,89.98,89.98,100.90799999999999,110.95299999999999,26.658,streak,226.75799999999998,23.485,0.484,90.484,-0.016,90.984,106.125
44,,yes,32.746,0.397,0,61,streak-free,241.007,20190127,free,87.204,87.204,100.814,110.855,40.168,streak,82.92299999999999,94.616,0.266,63.266000000000005,0.43799999999999994,34.438,94.74600000000001
45,,yes,39.419000000000004,0.39899999999999997,0,62,spot-free,119.759,20190127,free,103.551,103.551,100.713,110.74799999999999,19.96,spot,212.458,287.77299999999997,-0.312,80.688,0.016,47.016000000000005,94.13
46,,no,39.189,0.38799999999999996,0,63,spot-free,83.3,20190127,free,78.592,78.592,100.48899999999999,110.51299999999999,13.883,spot,295.462,161.161,-0.406,80.594,-1.062,78.938,87.178
47,,yes,39.328,0.451,0,68,spot-free,150.414,20190127,free,101.061,101.061,100.49,110.515,25.069000000000003,spot,261.035,151.172,0.188,10.187999999999999,0.141,69.141,99.399
48,,yes,40.319,0.40399999999999997,0,71,Undefined-free,112.84700000000001,20190127,free,74.469,74.469,100.109,110.11399999999999,18.808,Undefined,22.768,306.95799999999997,-0.016,54.983999999999995,0.344,19.344,91.47399999999999
49,,yes,38.414,0.32899999999999996,0,72,streak-free,188.767,20190127,free,80.571,80.571,100.07600000000001,110.079,31.461,streak,77.197,22.768,-0.25,61.75,0.0,56.0,96.95100000000001
50,,yes,31.985,0.301,0,84,streak-free,216.482,20190127,free,79.592,79.592,99.985,109.984,36.08,streak,22.768,78.949,0.0,70.0,-0.375,89.625,93.447
51,,yes,39.205999999999996,0.369,0,87,streak-free,165.521,20190127,free,75.959,75.959,99.88799999999999,109.882,27.587,streak,22.768,90.133,0.0,73.0,-0.266,73.734,92.84200000000001
52,,no,41.806999999999995,0.39399999999999996,0,98,streak-free,72.267,20190127,free,88.959,88.959,99.934,109.931,12.044,streak,428.68300000000005,91.073,-0.188,35.812,0.0,72.0,101.574
0,1.0,yes,55.99,0.585,0,1,streak-bound,278.752,20190127,bound,110.98,110.98,120.59899999999999,131.58100000000002,46.458999999999996,streak,200.0,22.768,-0.45299999999999996,74.547,0.0,34.0,119.399
1,2.0,yes,47.973,0.5479999999999999,0,2,streak-bound,240.533,20190127,bound,111.204,111.204,117.67399999999999,128.52200000000002,40.089,streak,372.017,24.971999999999998,-0.7809999999999999,51.218999999999994,-0.016,81.984,113.55
2,3.0,yes,45.34,0.46799999999999997,0,3,streak-free,324.348,20190127,free,73.755,73.755,110.331,120.835,54.058,streak,22.768,22.768,0.0,36.0,0.0,60.0,94.445
3,4.0,yes,36.489000000000004,0.414,0,4,streak-free,298.731,20190127,free,77.122,77.122,105.926,116.21799999999999,49.788000000000004,streak,24.671999999999997,22.768,0.0,9.0,0.0,31.0,91.51
4,5.0,yes,33.649,0.396,0,5,streak-free,375.958,20190127,free,85.265,85.265,104.36,114.575,62.66,streak,22.768,75.976,0.0,23.0,-0.281,32.719,96.89399999999999
5,6.0,yes,37.957,0.449,0,7,streak-free,285.07099999999997,20190127,free,82.265,82.265,102.071,112.17399999999999,47.512,streak,97.376,23.485,0.094,91.094,-0.016,36.984,101.677
6,7.0,yes,47.894,0.45799999999999996,0,8,streak-free,252.62099999999998,20190127,free,78.163,78.163,101.99799999999999,112.09700000000001,42.104,streak,22.768,22.768,0.0,49.0,0.0,35.0,100.286
7,8.0,yes,50.783,0.48700000000000004,0,9,Undefined-free,145.99200000000002,20190127,free,96.12200000000001,96.12200000000001,102.669,112.802,24.331999999999997,Undefined,26.434,436.584,0.0,13.0,0.43799999999999994,17.438,106.84200000000001
8,9.0,yes,42.235,0.466,0,10,streak-free,239.735,20190127,free,97.041,97.041,103.46,113.631,39.955999999999996,streak,22.768,22.768,0.0,84.0,0.0,69.0,109.37200000000001
9,10.0,yes,34.107,0.371,0,11,streak-free,252.033,20190127,free,91.40799999999999,91.40799999999999,102.87,113.012,42.006,streak,22.768,22.768,0.0,31.0,0.0,24.0,95.773
10,11.0,yes,40.406,0.451,0,12,streak-free,302.55400000000003,20190127,free,100.367,100.367,103.835,114.025,50.426,streak,83.273,114.546,0.25,49.25,-0.359,44.641000000000005,113.24799999999999
11,12.0,yes,37.928000000000004,0.452,0,13,streak-free,299.19,20190127,free,99.49,99.49,103.44,113.611,49.865,streak,197.82,83.09899999999999,0.0,45.0,-0.32799999999999996,83.67200000000001,97.508
12,13.0,yes,39.64,0.40299999999999997,0,14,Undefined-free,240.483,20190127,free,83.49,83.49,102.325,112.441,40.080999999999996,Undefined,27.283,163.99099999999999,-0.016,19.984,0.172,23.171999999999997,86.63
13,14.0,yes,39.958,0.46399999999999997,0,16,streak-free,237.11,20190127,free,92.08200000000001,92.08200000000001,102.211,112.321,39.518,streak,22.768,22.768,0.0,31.0,0.0,31.0,100.995
14,15.0,yes,37.436,0.365,0,17,Undefined-free,188.127,20190127,free,89.755,89.755,102.171,112.279,31.355,Undefined,22.768,226.918,0.0,73.0,0.297,12.297,100.331
15,16.0,yes,46.869,0.45799999999999996,0,18,streak-free,315.629,20190127,free,82.816,82.816,102.169,112.277,52.605,streak,22.768,90.63,0.0,39.0,0.375,32.375,100.931
16,17.0,yes,42.597,0.425,0,19,streak-free,390.75699999999995,20190127,free,86.38799999999999,86.38799999999999,102.17399999999999,112.28200000000001,65.126,streak,102.274,86.133,-0.484,66.516,-0.45299999999999996,20.546999999999997,101.071
17,18.0,yes,45.875,0.474,0,20,streak-free,283.231,20190127,free,97.959,97.959,102.458,112.58,47.205,streak,22.768,75.976,0.0,41.0,0.281,66.281,106.641
